Region,Cuisine,Ingredient1,Ingredient2,Ingredient3,Ingredient4,Ingredient5,Ingredient6,Ingredient7,Ingredient8,Ingredient9,Ingredient10,Ingredient11,Ingredient12,Ingredient13,Ingredient14,Ingredient15,Ingredient16,Ingredient17,Ingredient18,Ingredient19,Ingredient20,Ingredient21,Ingredient22,Ingredient23,Ingredient24,Ingredient25,Ingredient26,Ingredient27,Ingredient28,Ingredient29,Ingredient30,,
American,American,butter,olive_oil,leek,wheat,onion,yeast,sage,nut,black_pepper,parsley,bay,celery,carrot,sherry,egg,milk,bread,,,,,,,,,,,,,,,
American,American,tomato,olive_oil,grape_juice,celery_oil,onion,vinegar,black_pepper,corn,cayenne,cumin,garlic,oregano,beef,cheddar_cheese,bread,,,,,,,,,,,,,,,,,
American,American,butter,vegetable,wheat,lard,,,,,,,,,,,,,,,,,,,,,,,,,,,,
American,American,butter,coriander,coconut,mustard,onion,olive_oil,cardamom,chicken_broth,cayenne,cumin,ginger,fenugreek,garlic,pepper,pumpkin,turmeric,,,,,,,,,,,,,,,,
American,American,garlic,beef,onion,parsley,,,,,,,,,,,,,,,,,,,,,,,,,,,,
American,American,butter,pork,peach,thyme,shallot,brandy,vegetable_oil,,,,,,,,,,,,,,,,,,,,,,,,,
American,American,butter,wheat,cheddar_cheese,cayenne,milk,,,,,,,,,,,,,,,,,,,,,,,,,,,
American,American,cane_molasses,vinegar,lemon_juice,mustard,onion,olive_oil,fish,parmesan_cheese,chicory,garlic,tamarind,white_bread,,,,,,,,,,,,,,,,,,,,
American,American,tomato,vinegar,olive_oil,rosemary,red_wine,bacon,cumin,vegetable_oil,chicken,lemon_peel,egg,bread,,,,,,,,,,,,,,,,,,,,
American,American,butter,wheat,corn,sage,buttermilk,egg,,,,,,,,,,,,,,,,,,,,,,,,,,
American,American,olive_oil,clam,thyme,potato,corn,bacon,parsley,scallop,garlic,leek,cream,,,,,,,,,,,,,,,,,,,,,
American,American,pepper,lemon_juice,lemon,mustard,nut,parsley,macaroni,vegetable_oil,chicken,pea,,,,,,,,,,,,,,,,,,,,,,
American,American,olive_oil,potato,chicken_broth,parmesan_cheese,bay,bean,garlic,bell_pepper,rosemary,,,,,,,,,,,,,,,,,,,,,,,
American,American,butter,cane_molasses,wheat,vanilla,raspberry,egg,cream,,,,,,,,,,,,,,,,,,,,,,,,,
American,American,turkey,butter,ham,oat,cheddar_cheese,egg,bread,,,,,,,,,,,,,,,,,,,,,,,,,
American,American,cane_molasses,vinegar,pork,beef,mustard,onion,bourbon_whiskey,black_pepper,pepper,cumin,beer,wood,garlic,tomato,bell_pepper,,,,,,,,,,,,,,,,,
American,American,butter,wheat,ginger,cinnamon,cream,egg,pumpkin,,,,,,,,,,,,,,,,,,,,,,,,,
American,American,butter,wheat,vanilla,almond,ginger,yam,gelatin,nutmeg,cinnamon,sweet_potato,pecan,egg,cream,,,,,,,,,,,,,,,,,,,
American,American,butter,tomato,wheat,onion,olive_oil,black_pepper,parmesan_cheese,milk_fat,garlic,basil,macaroni,porcini,milk,,,,,,,,,,,,,,,,,,,
American,American,butter,wheat,corn,milk,cocoa,gelatin,egg,vanilla,cream,,,,,,,,,,,,,,,,,,,,,,,
American,American,cane_molasses,butter,wheat,cardamom,corn,anise,ginger,milk,honey,vanilla,nutmeg,cinnamon,pecan,pumpkin,egg,nut,cream,,,,,,,,,,,,,,,
American,American,butter,goat_cheese,fig,bread,,,,,,,,,,,,,,,,,,,,,,,,,,,,
American,American,butter,cane_molasses,wheat,corn,honey,gelatin,cinnamon,lard,egg,vanilla,whole_grain_wheat_flour,,,,,,,,,,,,,,,,,,,,,
American,American,butter,cheese,wheat,starch,vanilla,cocoa,buttermilk,cream,,,,,,,,,,,,,,,,,,,,,,,,
American,American,butter,lemon_juice,vanilla,milk,walnut,cocoa,milk_fat,cream_cheese,vegetable_oil,egg,banana,,,,,,,,,,,,,,,,,,,,,
American,American,cane_molasses,butter,wheat,gelatin,corn,vanilla,cocoa,milk_fat,honey,malt,whole_grain_wheat_flour,egg,milk,cream,,,,,,,,,,,,,,,,,,
American,American,tomato,green_bell_pepper,wheat,onion,lima_bean,chicken_broth,cayenne,garlic,vegetable_oil,corn,,,,,,,,,,,,,,,,,,,,,,
American,American,coriander,fenugreek,pepper,wheat,black_pepper,cumin,lamb,cinnamon,turmeric,yogurt,butter,mint,zucchini,,,,,,,,,,,,,,,,,,,
American,American,olive_oil,vinegar,black_pepper,garlic,bell_pepper,oregano,wine,chicken,watercress,bread,,,,,,,,,,,,,,,,,,,,,,
American,American,butter,vinegar,pork,apple,sage,cider,vegetable_oil,,,,,,,,,,,,,,,,,,,,,,,,,
American,American,vinegar,pepper,sesame_oil,soy_sauce,cayenne,scallion,honey,garlic,sesame_seed,soybean,chicken,,,,,,,,,,,,,,,,,,,,,
American,American,olive_oil,lemon_juice,lemon,fish,black_pepper,white_wine,oregano,olive,,,,,,,,,,,,,,,,,,,,,,,,
American,American,butter,cane_molasses,onion,vinegar,cayenne,red_wine,black_pepper,cumin,shrimp,garlic,oregano,tamarind,bread,,,,,,,,,,,,,,,,,,,
American,American,olive_oil,grape_juice,wheat,thyme,onion,corn,chicory,goat_cheese,bread,,,,,,,,,,,,,,,,,,,,,,,
American,American,pork,onion,beef,black_pepper,lime_juice,cumin,pineapple,vegetable_oil,cayenne,,,,,,,,,,,,,,,,,,,,,,,
American,American,pea,onion,chicken_broth,bacon,bay,carrot,garlic,rosemary,leek,,,,,,,,,,,,,,,,,,,,,,,
American,American,butter,cocoa,vanilla,wheat,,,,,,,,,,,,,,,,,,,,,,,,,,,,
American,American,vinegar,peach,apricot,cider,maple_syrup,garlic,cranberry,cayenne,,,,,,,,,,,,,,,,,,,,,,,,
American,American,provolone_cheese,olive_oil,pepper,meat,vinegar,black_pepper,parsley,cured_pork,fennel,bell_pepper,garlic,celery,olive,wine,bread,,,,,,,,,,,,,,,,,
American,American,olive_oil,shallot,chicken_broth,cayenne,garlic,bell_pepper,,,,,,,,,,,,,,,,,,,,,,,,,,
American,American,butter,wheat,vanilla,almond,cocoa,pistachio,vegetable_oil,egg,,,,,,,,,,,,,,,,,,,,,,,,
American,American,coriander,olive_oil,cilantro,lemon_juice,lemon,shallot,black_pepper,cayenne,garlic,butter,chicken,,,,,,,,,,,,,,,,,,,,,
American,American,butter,olive_oil,mushroom,shallot,black_pepper,milk_fat,swiss_cheese,sweet_potato,egg,milk,,,,,,,,,,,,,,,,,,,,,,
American,American,milk_fat,cream,egg,cinnamon,milk,,,,,,,,,,,,,,,,,,,,,,,,,,,
American,American,olive_oil,mustard,vinegar,shallot,lettuce,sherry,chicken,cheese,,,,,,,,,,,,,,,,,,,,,,,,
American,American,butter,rose,vanilla,almond,cream,,,,,,,,,,,,,,,,,,,,,,,,,,,
American,American,tomato,olive_oil,ham,chicken_broth,black_pepper,scallion,garlic,cream,,,,,,,,,,,,,,,,,,,,,,,,
American,American,butter,vinegar,cider,chicken_broth,black_pepper,chicken,rosemary,,,,,,,,,,,,,,,,,,,,,,,,,
American,American,olive_oil,dill,juniper_berry,salmon,potato,black_pepper,chive,orange,,,,,,,,,,,,,,,,,,,,,,,,
American,American,butter,lemon,vanilla,buttermilk,wheat,egg,,,,,,,,,,,,,,,,,,,,,,,,,,
American,American,butter,vanilla,maple_syrup,cream,egg,milk,bread,,,,,,,,,,,,,,,,,,,,,,,,,
American,American,butter,clam,lemon,meat,beer,oyster,smoke,pork_sausage,bell_pepper,,,,,,,,,,,,,,,,,,,,,,,
American,American,rice,cayenne,pea,onion,ham,,,,,,,,,,,,,,,,,,,,,,,,,,,
American,American,tomato,vinegar,onion,cider,black_pepper,cucumber,bell_pepper,tabasco_pepper,vegetable_oil,cabbage,egg,,,,,,,,,,,,,,,,,,,,,
American,American,butter,coconut,wheat,rum,vanilla,ginger,pecan,cinnamon,sweet_potato,lard,vegetable,egg,milk,cream,,,,,,,,,,,,,,,,,,
American,American,butter,cane_molasses,lemon_juice,apple,plum,cinnamon,bread,cream,,,,,,,,,,,,,,,,,,,,,,,,
American,American,butter,vanilla,cocoa,cream,egg,milk,bread,,,,,,,,,,,,,,,,,,,,,,,,,
American,American,turkey,cheese,lovage,green_bell_pepper,mustard,vinegar,black_pepper,cayenne,pepper,ginger,bay,tomato,tabasco_pepper,vegetable,bread,cream,cinnamon,,,,,,,,,,,,,,,
American,American,butter,olive_oil,brussels_sprout,cheese,chicken_broth,bean,garlic,kidney_bean,,,,,,,,,,,,,,,,,,,,,,,,
American,American,olive_oil,vinegar,walnut,chicory,cranberry,white_wine,scallion,,,,,,,,,,,,,,,,,,,,,,,,,
American,American,butter,tomato,coffee,green_bell_pepper,ham,onion,starch,corn_grit,shiitake,tabasco_pepper,thyme,parmesan_cheese,shrimp,chicken_broth,wine,,,,,,,,,,,,,,,,,
American,American,butter,olive_oil,mustard,tarragon,shallot,chicken_broth,brandy,chicken,cream,,,,,,,,,,,,,,,,,,,,,,,
American,American,orange_peel,butter,thyme,shallot,chicken_broth,orange_juice,parsley,orange,sherry,chicken,mint,,,,,,,,,,,,,,,,,,,,,
American,American,cheese,ham,asparagus,scallion,macaroni,smoke,white_wine,cream,,,,,,,,,,,,,,,,,,,,,,,,
American,American,cheese,tarragon,potato,black_pepper,white_wine,cheddar_cheese,cream,,,,,,,,,,,,,,,,,,,,,,,,,
American,American,olive_oil,dill,vinegar,red_wine,parsley,bean,turnip,mint,pea,,,,,,,,,,,,,,,,,,,,,,,
American,American,fennel,green_bell_pepper,garlic,beer,pork_sausage,,,,,,,,,,,,,,,,,,,,,,,,,,,
American,American,butter,wheat,peanut,cocoa,peanut_butter,egg,,,,,,,,,,,,,,,,,,,,,,,,,,
American,American,cane_molasses,vinegar,lemon,onion,black_pepper,parmesan_cheese,lettuce,garlic,tamarind,egg,bread,,,,,,,,,,,,,,,,,,,,,
American,American,butter,roquefort_cheese,wheat,sesame_seed,,,,,,,,,,,,,,,,,,,,,,,,,,,,
American,American,olive_oil,mustard,onion,potato,asparagus,bacon,vinegar,black_pepper,parsley,celery,cucumber,,,,,,,,,,,,,,,,,,,,,
American,American,mustard,shallot,chicken_broth,white_wine,chive,vegetable_oil,chicken,cream,,,,,,,,,,,,,,,,,,,,,,,,
American,American,butter,pepper,cream,chicken_broth,broccoli,,,,,,,,,,,,,,,,,,,,,,,,,,,
American,American,butter,lemon,fig,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
American,American,vanilla,lemon_juice,egg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
American,American,orange,brandy,bitter_orange,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
American,American,butter,olive_oil,pepper,apple,onion,fenugreek,chicken_broth,cumin,parsnip,yogurt,coriander,corn,turmeric,,,,,,,,,,,,,,,,,,,
American,American,turkey,butter,wheat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
American,American,wheat,bacon,buttermilk,buckwheat,vegetable_oil,egg,,,,,,,,,,,,,,,,,,,,,,,,,,
American,American,olive_oil,chicken_broth,black_pepper,milk,milk_fat,egg,leek,pork_sausage,bread,,,,,,,,,,,,,,,,,,,,,,,
American,American,olive_oil,wheat,meat,vinegar,black_pepper,garlic,bell_pepper,smoke,hazelnut,sherry,chicken,berry,,,,,,,,,,,,,,,,,,,,
American,American,tomato,vinegar,onion,olive_oil,black_pepper,tomato_juice,cucumber,bell_pepper,smoke,sherry,garlic,bread,,,,,,,,,,,,,,,,,,,,
American,American,butter,orange_peel,lemon_juice,asparagus,egg,,,,,,,,,,,,,,,,,,,,,,,,,,,
American,American,potato,shallot,soy_sauce,orange_juice,tabasco_pepper,ginger,orange,carrot,vegetable,yogurt,chicken_broth,,,,,,,,,,,,,,,,,,,,,
American,American,cane_molasses,vanilla,lemon_juice,corn,cinnamon,,,,,,,,,,,,,,,,,,,,,,,,,,,
American,American,butter,wheat,corn,maple_syrup,buttermilk,egg,,,,,,,,,,,,,,,,,,,,,,,,,,
American,American,vinegar,mustard,cayenne,black_pepper,ginger,wine,,,,,,,,,,,,,,,,,,,,,,,,,,
American,American,olive_oil,grape_juice,onion,black_pepper,walnut,beet,blue_cheese,basil,,,,,,,,,,,,,,,,,,,,,,,,
American,American,cane_molasses,vinegar,coffee,beef,onion,shallot,bacon,chicken_broth,cayenne,maple_syrup,garlic,rosemary,tamarind,cider,soy_sauce,mustard,,,,,,,,,,,,,,,,
American,American,cane_molasses,starch,vanilla,milk_fat,pecan,egg,milk,cream,,,,,,,,,,,,,,,,,,,,,,,,
American,American,dill,olive_oil,shallot,parsley,garlic,yogurt,chicken,porcini,cabbage,,,,,,,,,,,,,,,,,,,,,,,
American,American,coconut,vanilla,strawberry,mango,yogurt,mint,banana,,,,,,,,,,,,,,,,,,,,,,,,,
American,American,butter,wheat,pecan,cinnamon,cranberry,orange,egg,,,,,,,,,,,,,,,,,,,,,,,,,
American,American,olive_oil,pepper,mushroom,beef,onion,garlic,oregano,egg,,,,,,,,,,,,,,,,,,,,,,,,
American,American,olive_oil,lemon_juice,wheat,mushroom,vinegar,black_pepper,parsley,parmesan_cheese,artichoke,truffle,lemon,egg,cream,,,,,,,,,,,,,,,,,,,
American,American,tomato,vinegar,cane_molasses,lemon_juice,lemon,celery_oil,onion,corn,cayenne,pepper,scallion,lettuce,horseradish,garlic,crab,olive,vegetable_oil,tamarind,egg,,,,,,,,,,,,,
American,American,butter,coffee,wheat,vanilla,cocoa,buttermilk,egg,,,,,,,,,,,,,,,,,,,,,,,,,
American,American,wheat,apricot,vanilla,almond,vegetable_oil,egg,milk,,,,,,,,,,,,,,,,,,,,,,,,,
American,American,bitter_orange,cocoa,brandy,orange,egg,cream,,,,,,,,,,,,,,,,,,,,,,,,,,
American,American,cane_molasses,lemon_juice,wheat,vanilla,orange_juice,ginger,walnut,honey,nutmeg,cinnamon,vegetable_oil,egg,milk,pumpkin,,,,,,,,,,,,,,,,,,
American,American,butter,olive_oil,porcini,mushroom,thyme,starch,shallot,mint,black_pepper,parsley,turkey,garlic,white_wine,rosemary,cream,,,,,,,,,,,,,,,,,
American,American,butter,wheat,vanilla,walnut,gelatin,seed,blackberry,egg,,,,,,,,,,,,,,,,,,,,,,,,
American,American,cane_molasses,butter,coconut,wheat,vanilla,cocoa,oat,egg,milk,,,,,,,,,,,,,,,,,,,,,,,
American,American,butter,pepper,wheat,yeast,egg,oyster,,,,,,,,,,,,,,,,,,,,,,,,,,
American,American,butter,milk_fat,milk,cream,,,,,,,,,,,,,,,,,,,,,,,,,,,,
American,American,olive_oil,cilantro,beef,vinegar,shallot,cider,potato,cayenne,seed,garlic,,,,,,,,,,,,,,,,,,,,,,
American,American,butter,cane_molasses,wheat,vanilla,peppermint,cocoa,milk,,,,,,,,,,,,,,,,,,,,,,,,,
American,American,butter,cane_molasses,wheat,yeast,pecan,cinnamon,egg,milk,,,,,,,,,,,,,,,,,,,,,,,,
American,American,butter,olive_oil,lemon_juice,tarragon,shallot,parsley,ginger,shrimp,cream,,,,,,,,,,,,,,,,,,,,,,,
American,American,butter,pepper,mushroom,potato,parsley,white_wine,garlic,bell_pepper,chicken,pea,,,,,,,,,,,,,,,,,,,,,,
American,American,olive_oil,wheat,vinegar,fish,red_wine,pear,cumin,bean,basil,corn,,,,,,,,,,,,,,,,,,,,,,
American,American,kumquat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
American,American,wheat,yeast,honey,oat,vegetable_oil,egg,,,,,,,,,,,,,,,,,,,,,,,,,,
American,American,cane_molasses,butter,wheat,vanilla,cocoa,peanut_butter,vegetable_oil,egg,milk,cream,,,,,,,,,,,,,,,,,,,,,,
American,American,cane_molasses,wheat,ginger,buttermilk,seed,nutmeg,cinnamon,vegetable_oil,egg,pumpkin,,,,,,,,,,,,,,,,,,,,,,
American,American,cane_molasses,butter,wheat,gelatin,vanilla,cocoa,buttermilk,egg,corn,cream,,,,,,,,,,,,,,,,,,,,,,
American,American,butter,onion,chicken_broth,sage,squash,parmesan_cheese,,,,,,,,,,,,,,,,,,,,,,,,,,
American,American,olive_oil,onion,celery,bacon,parsley,bay,cured_pork,carrot,garlic,lentil,brown_rice,,,,,,,,,,,,,,,,,,,,,
American,American,olive_oil,wheat,onion,thyme,egg,bacon,parsley,rosemary,cream,,,,,,,,,,,,,,,,,,,,,,,
American,American,butter,apple,thyme,potato,onion,white_wine,,,,,,,,,,,,,,,,,,,,,,,,,,
American,American,black_currant,nectarine,mustard,onion,egg,vanilla,parsley,cocoa,cucumber,blackberry,chive,vegetable_oil,raspberry,mint,cream,,,,,,,,,,,,,,,,,
American,American,butter,honey,lemon,starch,cardamom,cherry,nut,cocoa,buttermilk,oat,apricot,wine,,,,,,,,,,,,,,,,,,,,
American,American,butter,cane_molasses,lemon_juice,wheat,nectarine,ginger,milk_fat,egg,milk,cream,,,,,,,,,,,,,,,,,,,,,,
American,American,butter,olive_oil,garlic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
American,American,orange_peel,vinegar,cane_molasses,onion,cider,pear,ginger,cinnamon,cranberry,lemon_peel,bell_pepper,,,,,,,,,,,,,,,,,,,,,
American,American,olive_oil,onion,potato,corn,salmon,bay,fennel,carrot,garlic,vegetable,milk,,,,,,,,,,,,,,,,,,,,,
American,American,cane_molasses,butter,wheat,ginger,buttermilk,nutmeg,cinnamon,vegetable_oil,egg,,,,,,,,,,,,,,,,,,,,,,,
American,American,wheat,corn,black_pepper,parmesan_cheese,scallion,buttermilk,vegetable_oil,egg,,,,,,,,,,,,,,,,,,,,,,,,
American,American,olive_oil,mustard,tarragon,white_wine,honey,chicken,,,,,,,,,,,,,,,,,,,,,,,,,,
American,American,butter,orange_peel,wheat,onion,thyme,chicken_broth,cayenne,cumin,turkey,celery,honey,carrot,tomato,lime_peel_oil,lime,,,,,,,,,,,,,,,,,
American,American,butter,pork,thyme,scallion,cranberry,white_wine,,,,,,,,,,,,,,,,,,,,,,,,,,
American,American,lamb,olive_oil,lemon_juice,wheat,mustard,yeast,rosemary,garlic,butter,egg,milk,bread,,,,,,,,,,,,,,,,,,,,
American,American,orange_peel,olive_oil,thyme,onion,squash,garlic,bell_pepper,vegetable,,,,,,,,,,,,,,,,,,,,,,,,
American,American,butter,olive_oil,pork,wheat,onion,mushroom,cardamom,chicken_broth,garlic,roasted_beef,cream,,,,,,,,,,,,,,,,,,,,,
American,American,olive_oil,kale,beef,corn,tabasco_pepper,scallion,garlic,bell_pepper,vegetable_oil,cheddar_cheese,egg,milk,,,,,,,,,,,,,,,,,,,,
American,American,cane_molasses,vinegar,lemon_juice,wheat,mustard,onion,olive_oil,fish,yeast,parmesan_cheese,lettuce,garlic,tomato,vegetable_oil,tamarind,egg,milk,,,,,,,,,,,,,,,
American,American,butter,olive_oil,pepper,onion,potato,black_pepper,cumin,scallion,bell_pepper,egg,pork_sausage,wine,,,,,,,,,,,,,,,,,,,,
American,American,tomato,vinegar,lemon_juice,celery_oil,tarragon,dill,corn,orange_juice,cayenne,chicory,lobster,vegetable_oil,chive,garlic,egg,,,,,,,,,,,,,,,,,
American,American,cane_molasses,vinegar,mustard,onion,tabasco_pepper,scallion,crab,vegetable_oil,tamarind,egg,,,,,,,,,,,,,,,,,,,,,,
American,American,butter,olive_oil,marjoram,wheat,onion,mushroom,shallot,chicken_broth,red_wine,bacon,garlic,chive,chicken,,,,,,,,,,,,,,,,,,,
American,American,cayenne,macadamia_nut,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
American,American,thyme,shallot,chicken_broth,brandy,celery,fennel,fig,nut,pork_sausage,bread,,,,,,,,,,,,,,,,,,,,,,
American,American,tomato,olive_oil,fennel,mustard,vinegar,cayenne,cumin,ginger,fenugreek,seed,garlic,wine,,,,,,,,,,,,,,,,,,,,
American,American,coriander,olive_oil,pork,apple,lime_juice,black_pepper,cilantro,cumin,honey,garlic,tomato,cayenne,,,,,,,,,,,,,,,,,,,,
American,American,celery,butter,potato,cream,,,,,,,,,,,,,,,,,,,,,,,,,,,,
American,American,butter,olive_oil,mustard,onion,garlic,bell_pepper,olive,,,,,,,,,,,,,,,,,,,,,,,,,
American,American,olive_oil,horseradish,mustard,tarragon,cream,,,,,,,,,,,,,,,,,,,,,,,,,,,
American,American,olive_oil,lemon,carrot,parsley,parsnip,seed,garlic,vegetable_oil,,,,,,,,,,,,,,,,,,,,,,,,
American,American,olive_oil,wheat,onion,shallot,parsley,garlic,bell_pepper,soybean,chive,egg,,,,,,,,,,,,,,,,,,,,,,
American,American,olive_oil,onion,cayenne,chicken_broth,sage,squash,cured_pork,garlic,goat_cheese,egg,corn,,,,,,,,,,,,,,,,,,,,,
American,American,celery,gelatin,lemon_juice,cranberry,,,,,,,,,,,,,,,,,,,,,,,,,,,,
American,American,butter,wheat,yeast,walnut,buttermilk,cranberry,orange,egg,,,,,,,,,,,,,,,,,,,,,,,,
American,American,butter,mushroom,thyme,potato,shallot,shiitake,garlic,porcini,chicken_broth,oyster,wine,,,,,,,,,,,,,,,,,,,,,
American,American,wheat,corn,walnut,honey,buttermilk,date,whole_grain_wheat_flour,egg,pumpkin,,,,,,,,,,,,,,,,,,,,,,,
American,American,vinegar,shallot,walnut,chicory,beet,goat_cheese,sherry,,,,,,,,,,,,,,,,,,,,,,,,,
American,American,cane_molasses,butter,wheat,corn,bacon,honey,buttermilk,egg,,,,,,,,,,,,,,,,,,,,,,,,
American,American,cane_molasses,vinegar,lemon_juice,wheat,mustard,onion,yeast,parsley,cucumber,butter,crab,chive,vegetable_oil,tamarind,white_bread,egg,,,,,,,,,,,,,,,,
American,American,vinegar,lemon_juice,dill,shallot,cucumber,vegetable_oil,egg,,,,,,,,,,,,,,,,,,,,,,,,,
American,American,cane_molasses,coriander,coffee,lemon,mustard,onion,vinegar,shallot,bacon,black_pepper,butter,chicken,cider,tamarind,cream,,,,,,,,,,,,,,,,,
American,American,butter,pepper,mustard,shallot,chicken_broth,white_wine,brandy,pear_brandy,chive,chicken,apple_brandy,cream,,,,,,,,,,,,,,,,,,,,
American,American,olive_oil,grape_juice,beef,onion,black_pepper,beer,porcini,,,,,,,,,,,,,,,,,,,,,,,,,
American,American,coriander,black_pepper,cumin,fennel,cinnamon,star_anise,,,,,,,,,,,,,,,,,,,,,,,,,,
American,American,coriander,pork,chicken_broth,cumin,fennel,star_anise,,,,,,,,,,,,,,,,,,,,,,,,,,
American,American,tomato,olive_oil,pork,beef,onion,romano_cheese,egg,black_pepper,parsley,celery,carrot,veal,oregano,garlic,cheese,milk,bread,,,,,,,,,,,,,,,
American,American,butter,mushroom,black_pepper,lobster,bell_pepper,sherry,egg,cream,,,,,,,,,,,,,,,,,,,,,,,,
American,American,cane_molasses,butter,lemon_juice,wheat,yeast,pear,nutmeg,cinnamon,hazelnut,egg,milk,,,,,,,,,,,,,,,,,,,,,
American,American,vanilla,cream,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
American,American,vinegar,mustard,white_wine,carrot,cucumber,vegetable_oil,cabbage,egg,,,,,,,,,,,,,,,,,,,,,,,,
American,American,tomato,olive_oil,onion,beef,chicken_broth,thyme,parsley,garlic,butter,basil,cabbage,zucchini,bread,,,,,,,,,,,,,,,,,,,
American,American,tomato,vinegar,lemon_juice,celery_oil,starch,cherry,chicken_broth,orange_juice,cayenne,garlic,cinnamon,orange,lemon_peel,corn,,,,,,,,,,,,,,,,,,
American,American,onion,potato,cayenne,garlic,bell_pepper,vegetable_oil,,,,,,,,,,,,,,,,,,,,,,,,,,
American,American,turkey,olive_oil,cane_molasses,celery_oil,onion,vinegar,corn,cayenne,bean,garlic,tomato,smoke,tamarind,mustard,,,,,,,,,,,,,,,,,,
American,American,olive_oil,thyme,fennel,garlic,bell_pepper,olive,vegetable_oil,,,,,,,,,,,,,,,,,,,,,,,,,
American,American,butter,clam,thyme,onion,potato,bacon,cayenne,parsley,milk,cream,,,,,,,,,,,,,,,,,,,,,,
American,American,lemon_juice,starch,milk_fat,gelatin,lemon_peel,vegetable_oil,egg,milk,,,,,,,,,,,,,,,,,,,,,,,,
American,American,tomato,olive_oil,pork,celery_oil,beef,vinegar,corn,black_pepper,onion,parsley,garlic,vegetable,veal,white_bread,bread,,,,,,,,,,,,,,,,,
American,American,tomato,cilantro,wheat,onion,yeast,corn,cayenne,cumin,garlic,chicken,cheddar_cheese,,,,,,,,,,,,,,,,,,,,,
American,American,coriander,olive_oil,cilantro,beef,onion,black_pepper,chicken_broth,cayenne,cumin,lime_juice,garlic,tomato,lime,,,,,,,,,,,,,,,,,,,
American,American,butter,lemon_juice,wheat,milk_fat,egg,ginger,cocoa,gelatin,blackberry,pistachio,lemon_peel,milk,,,,,,,,,,,,,,,,,,,,
American,American,butter,olive_oil,green_bell_pepper,wheat,onion,potato,corn,black_pepper,vegetable,tomato,basil,cream,milk,bell_pepper,,,,,,,,,,,,,,,,,,
American,American,tomato,vinegar,olive_oil,black_pepper,parsley,olive,leek,,,,,,,,,,,,,,,,,,,,,,,,,
American,American,butter,cane_molasses,wheat,vanilla,cocoa,lard,vegetable,egg,cream,,,,,,,,,,,,,,,,,,,,,,,
American,American,tomato,olive_oil,grape_juice,thyme,fish,black_pepper,garlic,bell_pepper,,,,,,,,,,,,,,,,,,,,,,,,
American,American,tomato,olive_oil,wheat,onion,black_pepper,parsley,vegetable,garlic,basil,macaroni,zucchini,,,,,,,,,,,,,,,,,,,,,
American,American,butter,strawberry,wheat,egg,cream,,,,,,,,,,,,,,,,,,,,,,,,,,,
American,American,lamb,soy_sauce,red_wine,black_pepper,parsley,garlic,,,,,,,,,,,,,,,,,,,,,,,,,,
American,American,butter,onion,potato,chicken_broth,black_pepper,bell_pepper,chive,leek,,,,,,,,,,,,,,,,,,,,,,,,
American,American,olive_oil,pepper,mustard,potato,vinegar,parsley,scallion,wine,,,,,,,,,,,,,,,,,,,,,,,,
American,American,cane_molasses,dill,olive_oil,black_pepper,salmon,fennel,bell_pepper,smoke,vegetable_oil,,,,,,,,,,,,,,,,,,,,,,,
American,American,tomato,olive_oil,grape_juice,ham,onion,fish,basil,garlic,bell_pepper,olive,,,,,,,,,,,,,,,,,,,,,,
American,American,cherry,plum,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
American,American,butter,lemon_juice,ham,onion,potato,chicken_broth,celery,chive,truffle,,,,,,,,,,,,,,,,,,,,,,,
American,American,cane_molasses,vinegar,sesame_oil,roasted_peanut,soy_sauce,ginger,scallion,yam,garlic,peanut_butter,sweet_potato,vegetable_oil,rice,egg,pea,thai_pepper,,,,,,,,,,,,,,,,
American,American,olive_oil,cilantro,vinegar,radish,cumin,white_wine,honey,lettuce,seed,cheese,,,,,,,,,,,,,,,,,,,,,,
American,American,tomato,vinegar,mustard,onion,olive_oil,shallot,corn,red_wine,buttermilk,cucumber,olive,vegetable_oil,bread,cheese,basil,,,,,,,,,,,,,,,,,
American,American,tomato,butter,starch,white_wine,garlic,cheddar_cheese,bread,,,,,,,,,,,,,,,,,,,,,,,,,
American,American,coconut,cherry,gelatin,pecan,cream_cheese,pineapple,mandarin,vegetable_oil,egg,,,,,,,,,,,,,,,,,,,,,,,
American,American,butter,olive_oil,beef,thyme,mushroom,chicken_broth,bay,black_pepper,onion,white_wine,carrot,garlic,ham,bread,rosemary,corn,mustard,,,,,,,,,,,,,,,
American,American,butter,cane_molasses,gelatin,cocoa,buttermilk,banana,bread,,,,,,,,,,,,,,,,,,,,,,,,,
American,American,cocoa,vegetable_oil,vanilla,wheat,,,,,,,,,,,,,,,,,,,,,,,,,,,,
American,American,olive_oil,lemon_juice,marjoram,macaroni,olive,tuna,lemon_peel,,,,,,,,,,,,,,,,,,,,,,,,,
American,American,butter,radish,garlic,chive,,,,,,,,,,,,,,,,,,,,,,,,,,,,
